"post_title","post_name","ID","post_excerpt","post_content","post_status","menu_order","post_date","post_author","comment_status","sku","downloadable","virtual","stock","regular_price","sale_price","weight","length","width","height","tax_class","visibility","stock_status","backorders","manage_stock","tax_status","upsell_ids","crosssell_ids","featured","sale_price_dates_from","sale_price_dates_to","download_limit","download_expiry","product_url","button_text","sold_individually","low_stock_amount","purchase_note","product_page_url","images","downloadable_files","tax:product_type","tax:product_visibility","tax:product_cat","tax:product_tag","tax:product_shipping_class","attribute:Age","attribute_data:Age","attribute_default:Age","attribute:BarCode","attribute_data:BarCode","attribute_default:BarCode","attribute:Brand","attribute_data:Brand","attribute_default:Brand","attribute:pa_barcode","attribute_data:pa_barcode","attribute_default:pa_barcode"
"AVN 3.75IN VALUE FIGURE","avn-3-75in-value-figure","11754","Bruce Banner is ready to smash into action as the gamma-powered hero, Hulk!

Kids can imagine the super strong, green Avenger crashing into battle with this 3.75-inch scale Hulk figure. With classic Marvel design, kids can create their favorite scenes from the Marvel Universe or imagine their own incredible adventures.","","publish","0","2021-02-16 05:55:38","4","open","E4353EU42","no","no","8","720","700","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","4","","https://www.toysdirect.co.ke/product/avn-3-75in-value-figure/","https://www.toysdirect.co.ke/wp-content/uploads/91UDwh9sa9L._AC_SL1500_.jpg","","simple","","Age > 4 Years +","Hasbro","","","","","","","","","","","","",""
"AVN 6IN DLX MOVIE FIGURES AST","avn-6in-dlx-movie-figures-ast","11756","<table class=""_14cfVK"">
<tbody>
<tr class=""_1s_Smc row"">
<td class=""URwL2w col col-12-12"">
<ul>
 	<li class=""_21lJbe"">AVENGERS: Endgame ACTION: These 6-inch figures feature design inspired by the Avengers: Endgame movie, with multiple points of articulation and a character-inspired accessory. INSPIRED BY THE MARVEL CINEMATIC UNIVERSE: These 6-inch scale Marvel Avengers: Endgame figures let kids imagine protecting the universe as their favorite Avengers. A UNIVERSE OF HEROES (AND VILLAINS): Look for other Avengers: Endgame figures (each sold separately) to imagine even more adventures in the Marvel Universe.</li>
</ul>
</td>
</tr>
</tbody>
</table>","","publish","0","2021-02-16 07:02:47","4","open","E3350EU4","no","no","20","3900","3590","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","5","","https://www.toysdirect.co.ke/product/avn-6in-dlx-movie-figures-ast/","https://www.toysdirect.co.ke/wp-content/uploads/download-82.jpg","","simple","","Age > 5 Years +|Hasbro","Hasbro","","","","","","","","","","","","",""
"AVN ASSEMBLER GEAR UPGRADES","avn-assembler-gear-upgrades","11773","Collect, combine, and customize! With Avengers Assembler Gear featuring Nerf technology, kids can assemble their ultimate blaster and imagine taking down the bad guys! Each Assembler Gear set features different blaster combinations and can be combined with other Assembler Gear sets (each set sold separately) to build customizable blasters and get ready to blast into action! With over 100 combinations of blasters with multiple sets (each set sold separately), the only question is: what will YOU assemble?","","publish","0","2021-02-16 11:13:15","4","closed","E33550U4","no","no","15","4400","4020","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","5","","https://www.toysdirect.co.ke/product/avn-assembler-gear-upgrades/","https://www.toysdirect.co.ke/wp-content/uploads/71GemXHDlTL._AC_SL1024_.jpg | https://www.toysdirect.co.ke/wp-content/uploads/71RtJpgeoL.jpg","","simple","","Age > 5 Years +|Hasbro","","","","","","","","","","","","","",""
"AVN HERO MASK AST","avn-hero-mask-ast","11786","","","publish","0","2021-02-16 11:49:26","4","closed","B9945EU80","no","no","1","2200","2080","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","2","","https://www.toysdirect.co.ke/product/avn-hero-mask-ast/","https://www.toysdirect.co.ke/wp-content/uploads/product-item-b9945-asst-2-637231497170590197-637236566607232170-1.jpg","","simple","","Age > 5 Years +|Hasbro","","","","","","","","","","","","","",""
"AVN TH DLX MOVIE THANOS","avn-th-dlx-movie-thanos","11788","<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">30-cm-scale Thanos figure with film-inspired design</span></li>
 	<li><span class=""a-list-item"">Connect Titan hero power FX pack to activate sounds and phrases (not included; sold separately with Titan hero power FX figures)</span></li>
 	<li><span class=""a-list-item"">Includes Titan Hero Power FX connection port</span></li>
 	<li><span class=""a-list-item"">inspired by the Avengers: Endgame film</span></li>
 	<li><span class=""a-list-item"">Check out other Titan Hero Series and Titan Hero Power FX figures (each sold separately)</span></li>
</ul>","","publish","0","2021-02-16 11:57:16","4","closed","E4018EU4","no","no","8","5800","5280","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","4","","https://www.toysdirect.co.ke/product/avn-th-dlx-movie-thanos/","https://www.toysdirect.co.ke/wp-content/uploads/71c7JWHJw2L._AC_SL1500_.jpg","","simple","","3-99 Years|Hasbro","","","","","","","","","","","","","",""
"AVN TITAN HERO MOVIE AST A","avn-titan-hero-movie-ast-a","11790","Imagine the incredible, super-powered action of the Avengers with figures, role play and more inspired by Avengers: Endgame! Avengers: Endgame is the long-awaited next chapter in the Avengers movie franchise that includes Avengers: Infinity War. The Avengers movie franchise stars fan favourites such as Captain America, Iron Man, Spider-Man, Black Widow, Thor, Hulk and Black Panther. With Avengers: Endgame-inspired toys, kids can imagine suiting up like their favourite heroes and playing their part in saving the galaxy! Imagine the agile Asgardian swordswoman joining the battle for the galaxy with this Marvel’s Valkyrie figure from the Titan Hero Series! When kids connect the Titan Hero Power FX launcher (not included; sold separately with Titan Hero Power FX figures) to this figure’s arm port, they can activate character-specific sounds and phrases and launch projectiles! Titan Hero Power FX launcher sold with Titan Hero Power FX figures","","publish","0","2021-02-16 12:15:50","4","closed","E3309","no","no","295","6400","5900","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","5","","https://www.toysdirect.co.ke/product/avn-titan-hero-movie-ast-a/","https://www.toysdirect.co.ke/wp-content/uploads/71VczDrHy5L._AC_SL1500_.jpg","","simple","","Age > 4 Years +|Hasbro","","","","","","","","","","","","","",""
"AVN TITAN HERO MOVIE AST B","","11794","<p><br data-mce-bogus=""1""></p>","","draft","0","2021-02-16 13:00:33","4","closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.toysdirect.co.ke/?post_type=product&p=11794","","","","","","","","","","","","","","","","","","",""
"Twister","twister","11798","Add a twist of fun into any party or family night with the game that ties you up in knots! This TWISTER game is the classic game with 2 more moves. Give the spinner a whirl and see what’s next as you try to keep your hands and feet on the mat! Right foot red! Can you do it? Left foot green… you got it! If your knee or elbow touches the mat, or you fall over, you’re out. Be the last player standing to win!

TWISTER game challenges you to put your hands and feet at different places on the mat without falling over! Be the last player standing to win. Two new moves! With Spinner’s Choice, the spinner makes up a move for the other player to do. Fun Spinner’s Choice ideas on the back of the spinner! If the spinner lands on Air, the player must put a hand or foot in the air!","","publish","0","2021-02-16 13:11:43","4","closed","98831","no","no","21","5300","4860","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","5","","https://www.toysdirect.co.ke/product/twister/","https://www.toysdirect.co.ke/wp-content/uploads/000108382.jpg","","simple","","Age > 6 Years +|Hasbro","","","","","","","","","","","","","",""
"NEF NSTRIKE ELITE ROUGH CUT 2X4","nef-nstrike-elite-rough-cut-2x4-2","11801","Slam into battle with the double-barreled domination of the ROUGH CUT 2X4 blaster! This sleek blaster lets you launch 2 Elite Darts at once at targets up to 75 feet away, and the pump-action design lets you pump repeatedly to unleash a steady double stream of darts! Launch up to 8 Elite Darts without reloading! As with most N-STRIKE blasters, the Tactical Rail lets you add most N-STRIKE Tactical Rail accessories (sold separately) for more battle capability. Double your blasting with the ROUGH CUT 2X4 blaster and get ready to dominate with both barrels!","","publish","0","2021-02-16 13:50:59","4","closed","A1691","no","no","5","7200","6590","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","2","","https://www.toysdirect.co.ke/product/nef-nstrike-elite-rough-cut-2x4-2/","https://www.toysdirect.co.ke/wp-content/uploads/81AtCXzQbTL._AC_SL1500_.jpg","","simple","","Age > 8 Years +|Hasbro","","","","","","","","","","","","","",""
"NER NSTRIKE ELITE MEGA 10 DART REFIL","ner-nstrike-elite-mega-10-dart-refil","11806","<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Load up with the 10 Official Nerf Mega Whistler Darts</span></li>
 	<li><span class=""a-list-item"">Bigger darts for bigger battles</span></li>
 	<li><span class=""a-list-item"">Darts work with N-Strike Mega Series blasters (sold separately)</span></li>
 	<li><span class=""a-list-item"">Official Nerf Darts - tested and approved for performance and quality</span></li>
 	<li><span class=""a-list-item"">Nerf or Nothin’!</span></li>
</ul>","","publish","0","2021-02-17 02:17:51","4","closed","A4368EU6","no","no","375","1700","1600","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","5","","https://www.toysdirect.co.ke/product/ner-nstrike-elite-mega-10-dart-refil/","https://www.toysdirect.co.ke/wp-content/uploads/6000201001425.jpg","","simple","","Uncategorized|Hasbro","","","","","","","","","","","","","",""
"PD SPARKLE COMPOUND COLLECTION","pd-sparkle-compound-collection","11808","<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Make bright and shiny creations with Play-Doh Sparkle Compound</span></li>
 	<li><span class=""a-list-item"">Includes 2 cutters to make your creations</span></li>
 	<li><span class=""a-list-item"">6 colors of Play-Doh Sparkle Compound</span></li>
 	<li><span class=""a-list-item"">Includes 2 cutters and 6 can of Play-Doh Sparkle Compound</span></li>
</ul>","","publish","0","2021-02-17 02:26:15","4","closed","A5417EU8","no","no","300","1900","1760","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","5","","https://www.toysdirect.co.ke/product/pd-sparkle-compound-collection/","https://www.toysdirect.co.ke/wp-content/uploads/91zxshjFO1L._AC_SL1500_.jpg","","simple","","Age > 2 Years +|Hasbro","","","","","","","","","","","","","",""
"CLUE","clue","11811","<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">In this suspenseful Clue game, players have to find out who's responsible for murdering Mr. Boddy of Tudor Mansion in his own home</span></li>
 	<li><span class=""a-list-item"">Introducing a new character, Dr. Orchid as one of the suspects</span></li>
 	<li><span class=""a-list-item"">Includes: 1 gameboard, 6 tokens, 6 miniature weapons, 30 Cards (6 character cards, 6 weapon cards, 9 room cards, and 9 clue cards, 1 case file envelope, 1 pad of detective notebook sheets, 2 dice, and game guide.</span></li>
 	<li><span class=""a-list-item"">Ages 8 years and up</span></li>
 	<li><span class=""a-list-item"">For 2 to 6 players.</span></li>
</ul>","","publish","0","2021-02-17 02:36:33","4","closed","A5826","no","no","478","3900","3600","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","5","","https://www.toysdirect.co.ke/product/clue/","https://www.toysdirect.co.ke/wp-content/uploads/f3828fd3-099a-4670-8f50-a08c44da950b.4e3ee93fd8764823eca16244dbdffaae.jpeg | https://www.toysdirect.co.ke/wp-content/uploads/clue-game-de-hasbro-en-espanol-el-juego-del-misterio-a5826-D_NQ_NP_654092-MCO31924633755_082019-F.jpg","","simple","","Age > 8 Years +|Hasbro","","","","","","","","","","","","","",""
"NER MEGA BIGSHOCK","ner-mega-bigshock","11814","Shoot your opponents from hiding places with big ammo! The NERF N-Strike Mega Bigshock Sponge Gun is a small handgun with incredible power. You can pull the gun at the bottom of the handle, you can fire large, whistling ammunition at your opponents. You can store spare ammunition on top of the pistol, reloading the weapon in seconds if needed. The NERF N-Strike Mega Bigshock Sponge Gun Kit also includes 2 large NERF whistling ammunition. Pistol size: 20 cm","","publish","0","2021-02-17 03:07:41","4","closed","A9314EU4","no","no","6","3000","2800","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","3","","https://www.toysdirect.co.ke/product/ner-mega-bigshock/","https://www.toysdirect.co.ke/wp-content/uploads/81aHFcqIjOL._AC_SL1500_.jpg","","simple","","Age > 8 Years +|Hasbro","","","","","","","","","","","","","",""
"NER MEGA CYCLONESHOCK","ner-mega-cycloneshock","11816","Blaster Nerf Mega Cyclone-shock, Hasbro (Hasbro). Any war game with the Nerf Mega Cyclone blaster will become even more interesting and realistic! The powerful blaster Nerf Mega will be able to turn the tide in an unsuccessful game, it can be fired from a long distance. The main difference between the new blaster is its cartridges, they are larger in size than the usual ammunition for Nerf blasters and are called Mega-cartridges.
Blaster Mega Cyclone is capable of hitting targets from afar - it shoots at 23 meters! Its drum can be loaded with 6 Mega-rounds at once. Having loaded the cartridges into the drum, you need to manually juggle the bolt, then the drum will spin, bringing the cartridge into the muzzle of the blaster. After reloading, it's ready to fire! Equip yourself with ultra powerful blasters Nerf Mega and start a real war with your friends!","","publish","0","2021-02-17 03:16:41","4","closed","A9353EU6","no","no","2","7600","6950","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","2","","https://www.toysdirect.co.ke/product/ner-mega-cycloneshock/","https://www.toysdirect.co.ke/wp-content/uploads/nerf-a9353eu6-n-strike-mega-cyclone-shock-toy-multi-colour-4752687.jpg | https://www.toysdirect.co.ke/wp-content/uploads/nerf-a9353eu6-n-strike-mega-cyclone-shock-toy-multi-colour.jpg","","simple","","Age > 8 Years +|Hasbro","","","","","","","","","","","","","",""
"BATTLESHIP GRAB AND GO","battleship-grab-and-go","11820","<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Grab &amp; Go game is a compact mobile version of the Battleship game</span></li>
 	<li><span class=""a-list-item"">Each game unit opens to block your opponent's view</span></li>
 	<li><span class=""a-list-item"">Track shots with the red and white pegs</span></li>
 	<li><span class=""a-list-item"">Includes 2 carriers, 2 destroyers, 2 cruisers, 2 submarines and 2 battleships</span></li>
 	<li><span class=""a-list-item"">Includes 2 game units, 10 ships, red pegs and white pegs</span></li>
</ul>","","publish","0","2021-02-17 03:21:37","4","closed","B0995619","no","no","1491","1300","1200","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","10","","https://www.toysdirect.co.ke/product/battleship-grab-and-go/","https://www.toysdirect.co.ke/wp-content/uploads/B0995619.jpg","","simple","","Age > 8 Years +|Hasbro","","","","","","","","","","","","","",""
"CLUE GRAB AND GO","clue-grab-and-go","11823","<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Grab &amp; Go game is a compact mobile version of the Clue game</span></li>
 	<li><span class=""a-list-item"">All-in-one game unit makes storage easy</span></li>
 	<li><span class=""a-list-item"">Keep track of the elements of the case with the Detective Notebook</span></li>
 	<li><span class=""a-list-item"">Guest, Room and Weapon cards tell you whodunit</span></li>
 	<li><span class=""a-list-item"">Includes gameboard, 6 movers, 6 weapon tokens, 6 Guest cards, 6 Weapon cards, 9 Room cards, 2 dice, Detective Notebook and instructions</span></li>
</ul>","","publish","0","2021-02-17 03:35:53","4","closed","B0999619","no","no","1474","1300","1200","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","10","","https://www.toysdirect.co.ke/product/clue-grab-and-go/","https://www.toysdirect.co.ke/wp-content/uploads/B0999619_1200_1200px.jpg | https://www.toysdirect.co.ke/wp-content/uploads/B0999619_1_1200_1200px.jpg","","simple","","Age > 8 Years +|Hasbro","","","","","","","","","","","","","",""
"CONNECT 4 GRAB AND GO","connect-4-grab-and-go","11827","Grab &amp; go game is a compact mobile version of the connect 4 game, All-in-one playing grid makes storage easy, Includes 21 red checkers and 21 yellow checkers, Checker trays fold up on the playing grid when you're done playing, Includes playing grid with trays, 21 yellow checkers, 21 red checkers and instructions.","","publish","0","2021-02-17 03:40:46","4","closed","B1000619","no","no","1407","1300","1200","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","10","","https://www.toysdirect.co.ke/product/connect-4-grab-and-go/","https://www.toysdirect.co.ke/wp-content/uploads/B1000619_1200_1200px.jpg","","simple","","Age > 6 Years +|Hasbro","","","","","","","","","","","","","",""
"HUNGRY HUNGRY HIPPO GRAB AND GO","hungry-hungry-hippo-grab-and-go","11829","Chomp, chomp  youve got some hungry hippos on your hands! This Grab &amp; Go version of the classic Hungry Hungry Hippos game has 2 chomping hippos and a whole bunch of marbles for munching. With a plastic cover to keep the marbles from rolling out, this compact game lets you have hippo-feeding fun anytime, anywhere!

Grab &amp; Go game is a compact mobile version of the Hungry Hungry Hippos game
All-in-one game unit makes storage easy
Plastic cover keeps marbles from rolling out.","","publish","0","2021-02-17 03:46:01","4","closed","B1001619","no","no","1484","1300","1200","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","10","","https://www.toysdirect.co.ke/product/hungry-hungry-hippo-grab-and-go/","https://www.toysdirect.co.ke/wp-content/uploads/81tzQp6bA1L._AC_SS350_.jpg","","simple","","Age > 4 Years +|Hasbro","","","","","","","","","","","","","",""
"MONOPOLY GRAB AND GO","monopoly-grab-and-go","11831","Get ready for classic Monopoly play in a portable way! This mobile Grab &amp; Go version of the classic Monopoly game lets you trade your way to success while you roll with whatever comes your way from the Chance and Community Chest cards. It’s the perfect, compact way to have Monopoly fun anytime, anywhere!
Grab &amp; Go game is a compact mobile version of the Monopoly game
Includes all the classic properties, Community Chest cards and Chance cards
Part storage in the gameboard.","","publish","0","2021-02-17 03:54:32","4","closed","B1002102","no","no","986","1300","920","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","10","","https://www.toysdirect.co.ke/product/monopoly-grab-and-go/","https://www.toysdirect.co.ke/wp-content/uploads/a3dc307f6e014a9f9bd2ea9bc683db4e.jpg | https://www.toysdirect.co.ke/wp-content/uploads/download-2-2.jpg","","simple","","Age > 8 Years +|Hasbro","","","","","","","","","","","","","",""
"GUESS WHO GRAB AND GO","guess-who-grab-and-go","11834","","","publish","0","2021-02-17 04:02:34","4","closed","B1204419","no","no","1474","1300","1200","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","10","","https://www.toysdirect.co.ke/product/guess-who-grab-and-go/","https://www.toysdirect.co.ke/wp-content/uploads/s-l640.jpg","","simple","","Age > 6 Years +|Hasbro","","","","","","","","","","","","","",""
"MVL BASIC FIGURE W1R2 17","mvl-basic-figure-w1r2-17","11836","<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Create your own Marvel adventures with the world's greatest collection of Super heroes</span></li>
 	<li><span class=""a-list-item"">Choose from figures, vehicles, and role play toys for heroes of all ages each sold separately</span></li>
 	<li><span class=""a-list-item"">Marvel toys from Hasbro feature iconic characters like Spider-Man, the Avengers, the X-Men, and other favorites</span></li>
 	<li><span class=""a-list-item"">Re-create the excitement of Marvel hit TV shows and blockbuster movies</span></li>
 	<li><span class=""a-list-item"">Build the ultimate collection of figures featuring Marvel legendary characters</span></li>
</ul>","","publish","0","2021-02-17 04:18:04","4","closed","B1686EU59","no","no","437","1300","1190","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","10","","https://www.toysdirect.co.ke/product/mvl-basic-figure-w1r2-17/","https://www.toysdirect.co.ke/wp-content/uploads/download-3-1.jpg","","simple","","Age > 5 Years +|Hasbro","","","","","","","","","","","","","",""
"CLASSIC OPERATION (English)","classic-operation-english","11838","<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">All-time skill and action game.</span></li>
</ul>","","publish","0","2021-02-17 04:23:05","4","closed","B2176EF3","no","no","18","6500","5920","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","5","","https://www.toysdirect.co.ke/product/classic-operation-english/","https://www.toysdirect.co.ke/wp-content/uploads/prod_2272851712.jpg","","simple","","Age > 6 Years +|Hasbro","","","","","","","","","","","","","",""
"PD PLAYDOH PLAYFUL PIES","pd-playdoh-playful-pies","11840","<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Create playful pretend Play-Doh pies</span></li>
 	<li><span class=""a-list-item"">Baking-themed accessory tools and trays</span></li>
 	<li><span class=""a-list-item"">Includes 4 cans of Play-Doh Brand Modeling Compound</span></li>
 	<li><span class=""a-list-item"">Includes pie plate, fruit basket, 5 accessories, and 4 cans of PLAY-DOH Brand Modeling Compound</span></li>
</ul>","","publish","0","2021-02-17 04:41:57","4","closed","B3398","no","no","428","1900","1750","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","10","","https://www.toysdirect.co.ke/product/pd-playdoh-playful-pies/","https://www.toysdirect.co.ke/wp-content/uploads/download-4-2.jpg | https://www.toysdirect.co.ke/wp-content/uploads/51Z5MqHAniL._SL1024_.jpg","","simple","","3-99 Years|Hasbro","","","","","","","","","","","","","",""
"PD 4PK COLOR AST (4OZ)","pd-4pk-color-ast-4oz","11843","","","publish","0","2021-02-17 04:45:45","4","closed","B5517EU4","no","no","1180","1000","730","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","10","","https://www.toysdirect.co.ke/product/pd-4pk-color-ast-4oz/","https://www.toysdirect.co.ke/wp-content/uploads/412fSuKmxL._SR600315_PIWhiteStripBottomLeft035_SCLZZZZZZZ_FMpng_BG255255255.png","","simple","","3 Years +|Hasbro","","","","","","","","","","","","","",""
"PD DR DRILL N FILL","pd-dr-drill-n-fill","11845","<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Play dentist with the classic Play Doh Doctor Drill 'n Fill set</span></li>
 	<li><span class=""a-list-item"">Keep the fun buzzing and fight cavities with the electric drill</span></li>
 	<li><span class=""a-list-item"">Create silly Play Doh teeth with the tooth mold</span></li>
 	<li><span class=""a-list-item"">Roll braces with the stamping roller</span></li>
 	<li><span class=""a-list-item"">Squeeze silly toothpaste through the toothbrush</span></li>
</ul>","","publish","0","2021-02-17 04:52:16","4","closed","B5520EU4","no","no","479","4000","3660","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","8","","https://www.toysdirect.co.ke/product/pd-dr-drill-n-fill/","https://www.toysdirect.co.ke/wp-content/uploads/426491cc78356ac041b92e437e91b5-large-nw.jpg | https://www.toysdirect.co.ke/wp-content/uploads/original.2000x898m.jpg","","simple","","Age > 4 Years +|Hasbro","","","","","","","","","","","","","",""
"PD BASIC FUN FACTORY","pd-basic-fun-factory","11848","he basic Play-Doh Fun Factory toy is a classic and fun open-ended creative activity! Kids can squeeze 10 different shapes from this silly pressing machine, then squish, smoosh, roll, and mold their creations into anything they can imagine. Just load a Play-Doh color or two, pick a shape setting, and press the lever to create silly strings of fun.","","publish","0","2021-02-17 05:51:29","4","closed","B5554EU4","no","no","448","1300","1200","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","10","","https://www.toysdirect.co.ke/product/pd-basic-fun-factory/","https://www.toysdirect.co.ke/wp-content/uploads/81-L1shBdpL._AC_SL1500_.jpg | https://www.toysdirect.co.ke/wp-content/uploads/71aLF8Y2htL.jpg","","simple","","3 Years +|Hasbro","","","","","","","","","","","","","",""
"MONOPOLY ULTIMATE BANKING","monopoly-ultmate-banking","11851","<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Instant transactions and cashless gameplay</span></li>
 	<li><span class=""a-list-item"">Introducing Event cards for an exciting game</span></li>
 	<li><span class=""a-list-item"">Property values rise and fall</span></li>
 	<li><span class=""a-list-item"">Tap technology makes the game fast and fun</span></li>
 	<li><span class=""a-list-item"">Bank cards track players' wealth</span></li>
 	<li><span class=""a-list-item"">Includes 1 gameboard, 1 Ultimate Banking unit, 4 plastic tokens, 22 houses, 49 cards [4 Bank, 22 Title Deed, 23 Event], 2 dice, and game guide</span></li>
</ul>","","publish","0","2021-02-17 06:01:24","4","closed","B6677102","no","no","279","8000","5610","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","10","","https://www.toysdirect.co.ke/product/monopoly-ultmate-banking/","https://www.toysdirect.co.ke/wp-content/uploads/Monopoly-Ultimate-Banking.jpg | https://www.toysdirect.co.ke/wp-content/uploads/download-5-1.jpg","","simple","","Age > 9 Years +|Hasbro","","","","","","","","","","","","","",""
"PD SINGLE CAN AST","pd-single-can-ast","11855","<div class=""main-container col1-layout"">
<div class=""main"">
<div class=""col-main"">
<div id=""product-view"" class=""product-view"">
<div class=""product-essential""><form id=""product_addtocart_form"" action=""https://www.wind-designs.com/checkout/cart/add/uenc/aHR0cHM6Ly93d3cud2luZC1kZXNpZ25zLmNvbS9oYXNicm8vcHJlc2Nob29sL3BsYXktZG9oLXNpbmdsZS1jYW4tYXN0Lmh0bWw_X19fU0lEPVU,/product/1300/form_key/tXc9Jj7phF1WHuWI/"" method=""post"">
<div class=""product-shop product-no-price"">
<div class=""product-section product-information"">
<div class=""box-collateral box-description product-sub-section"">
<div class=""std"">

Pop open a can of creativity! With a handful of squishy, colourful Play-Doh compound, you'll never guess what kids might create next. Squish it, stamp it, roll it, shape it - the open-ended fun is all up to the imagination!

</div>
</div>
</div>
</div>
<div class=""product-options-container""></div>
</form></div>
<div class=""product-collateral product-collateral-no-upsell""></div>
</div>
</div>
</div>
</div>
<div class=""footer-container"">
<div class=""footer"">
<div class=""footer-newsletter"">
<div class=""wrap"">
<div class=""block block-subscribe""><form id=""newsletter-validate-detail"" action=""https://www.wind-designs.com/newsletter/subscriber/new/"" method=""post"">
<div class=""block-content"">
<div class=""form-subscribe-header""></div>
</div>
</form></div>
</div>
</div>
</div>
</div>","","publish","0","2021-02-17 06:35:55","4","closed","B6756EU2","no","no","795","250","200","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","8","","https://www.toysdirect.co.ke/product/pd-single-can-ast/","https://www.toysdirect.co.ke/wp-content/uploads/b6756.jpg","","simple","","Age > 4 Years +|Hasbro","","","","","","","","","","","","","",""
"RISK (English)","","11857","","","draft","0","2021-02-17 06:39:50","4","closed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.toysdirect.co.ke/?post_type=product&p=11857","","","","","","","","","","","","","","","","","","",""
"NER NSTRIKE ACCUSTRIKE ALPHAHAWK","ner-nstrike-accustrike-alphahawk","11858","<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Part of the AccuStrike series</span></li>
 	<li><span class=""a-list-item"">Features darts designed for greater accuracy</span></li>
 	<li><span class=""a-list-item"">Bolt-action blaster with revolving, 5-dart drum</span></li>
 	<li><span class=""a-list-item"">Easy-loading drum,Includes 10 darts from the AccuStrike Series</span></li>
</ul>","","publish","0","2021-02-17 17:54:18","4","closed","B7784EU4","no","no","1","10700","9750","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","2","","https://www.toysdirect.co.ke/product/ner-nstrike-accustrike-alphahawk/","https://www.toysdirect.co.ke/wp-content/uploads/8790045.jpg | https://www.toysdirect.co.ke/wp-content/uploads/81lDkHMiwnL.jpg","","simple","","Age > 8 Years +|Hasbro","","","","","","","","","","","","","",""
"DPR FASHION DOLL AST","dpr-fashion-doll-ast","11868","<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Collect your favorite Disney Princess characters. Each sold separately.</span></li>
 	<li><span class=""a-list-item"">Gowns and outfits inspired by movie fashions</span></li>
 	<li><span class=""a-list-item"">Disney Princess characters have movie-inspired features</span></li>
 	<li><span class=""a-list-item"">Fashion doll and small doll lines offer a variety of play patterns for girls</span></li>
</ul>","","publish","0","2021-02-18 02:10:57","4","closed","B9996EV33","no","no","387","2200","2000","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","10","","https://www.toysdirect.co.ke/product/dpr-fashion-doll-ast/","https://www.toysdirect.co.ke/wp-content/uploads/815KWCv7HfL._AC_SL1500_.jpg","","simple","","Age > 2 Years +|Hasbro","","","","","","","","","","","","","",""
